hgnc_symbol	entrezgene	ensembl_gene_id	logFC_LC	PValue_LC
BICRAL	23506	ENSG00000112624	-0.408287213	0.286893126
BIRC6	57448	ENSG00000115760	0.383402878	0.417114872
BMP5	653	ENSG00000112175	-3.293472746	0.000277384
BNIP1	662	ENSG00000113734	0.188674663	0.687229713
BRD8	10902	ENSG00000112983	-0.062669752	0.851533222
BRIX1	55299	ENSG00000113460	1.162883449	0.008482757
BTN2A1	11120	ENSG00000112763	-0.271093298	0.450644987
BTNL8	79908	ENSG00000113303	-3.413286831	0.001152101
BVES	11149	ENSG00000112276	-0.163623285	0.835256356
BYSL	705	ENSG00000112578	0.958112942	0.092857924
C3orf14	57415	ENSG00000114405	0.787046893	0.092109614
C3orf52	79669	ENSG00000114529	0.218968968	0.596689932
C5orf15	56951	ENSG00000113583	0.131410894	0.693111444
C6orf118	168090	ENSG00000112539	0.794934545	0.651546306
C6orf62	81688	ENSG00000112308	-0.052352601	0.866182731
C7	730	ENSG00000112936	-2.601284267	0.003549227
C9	735	ENSG00000113600	0.533293653	0.625851616
CAP2	10486	ENSG00000112186	0.210860186	0.698865112
CBLB	868	ENSG00000114423	0.652403912	0.169431509
CCDC88A	55704	ENSG00000115355	-0.145876543	0.770391203
CCL20	6364	ENSG00000115009	1.281303054	0.301745703
CCNC	892	ENSG00000112237	0.152117974	0.701093948
CCND3	896	ENSG00000112576	-1.824932331	0.000338813
CCNG1	900	ENSG00000113328	-0.560993219	0.13279605
CCR6	1235	ENSG00000112486	-0.437915703	0.56041698
CCT4	10575	ENSG00000115484	0.511643222	0.291265696
CD83	9308	ENSG00000112149	-1.823087531	0.003006943
CD86	942	ENSG00000114013	-1.002102919	0.068494907
CDH6	1004	ENSG00000113361	-1.109308881	0.031288065
CDH9	1007	ENSG00000113100	-2.980400867	0.081216506
CDX1	1044	ENSG00000113722	2.124159459	0.03038018
CEBPZ	10153	ENSG00000115816	0.273413296	0.431944434
CENPA	1058	ENSG00000115163	3.200072354	0.000561725
CEP70	80321	ENSG00000114107	-0.109782418	0.815570466
CEP72	55722	ENSG00000112877	1.093463881	0.026472466
CHMP3	51652	ENSG00000115561	-1.093658627	0.002408043
CHST10	9486	ENSG00000115526	-0.676059307	0.291141924
CISH	1154	ENSG00000114737	-0.842236264	0.128023862
CLCN2	1181	ENSG00000114859	1.084635507	0.054214494
CLDN16	10686	ENSG00000113946	0.373482019	0.764027866
CLIC5	53405	ENSG00000112782	-3.840045488	3.98e-05
CLINT1	9685	ENSG00000113282	-0.123780348	0.694593946
CLIP4	79745	ENSG00000115295	-0.758154758	0.07661816
CLK4	57396	ENSG00000113240	-0.061378374	0.894632648
CNOT6	57472	ENSG00000113300	-0.204849199	0.499025898
CNPPD1	27013	ENSG00000115649	-0.938556054	0.051468409
CNTN3	5067	ENSG00000113805	0.647807835	0.484959162
COL4A3BP	10087	ENSG00000113163	-0.738423735	0.037906114
COL7A1	1294	ENSG00000114270	3.532854761	0.001418163
COL9A1	1297	ENSG00000112280	3.639022894	0.005169842
COMMD2	51122	ENSG00000114744	-0.462949899	0.252255654
COQ10B	80219	ENSG00000115520	-0.367784284	0.32398639
COX7A2	1347	ENSG00000112695	0.607339839	0.373671579
CPEB4	80315	ENSG00000113742	-0.465776485	0.246426533
CRBN	51185	ENSG00000113851	-0.591337266	0.091918167
CRYBG1	202	ENSG00000112297	-0.480460953	0.405602467
CSNK1A1	1452	ENSG00000113712	-0.239913344	0.45964617
CSPG5	10675	ENSG00000114646	-0.580026059	0.352836018
CUL9	23113	ENSG00000112659	0.296895587	0.495769109
CUTA	51596	ENSG00000112514	0.088021553	0.855358806
CYB561D2	11068	ENSG00000114395	-0.129417401	0.789107191
CYTIP	9595	ENSG00000115165	-1.234978421	0.015013399
DAP	1611	ENSG00000112977	-0.042787487	0.901093836
DBN1	1627	ENSG00000113758	1.02390454	0.095380896
DCAF17	80067	ENSG00000115827	0.302628248	0.359891205
DGUOK	1716	ENSG00000114956	0.889691769	0.116617344
DLX2	1746	ENSG00000115844	4.626534533	0.011295006
DNAH1	25981	ENSG00000114841	0.947623405	0.226341841
DNAH6	1768	ENSG00000115423	0.668926576	0.611877987
DNAJC27	51277	ENSG00000115137	-0.639213617	0.198145353
DNPH1	10591	ENSG00000112667	0.755425813	0.163236061
DOK1	1796	ENSG00000115325	-0.814315408	0.134417537
DPYSL3	1809	ENSG00000113657	0.627227986	0.278093277
DROSHA	29102	ENSG00000113360	0.552793741	0.158004259
DUSP22	56940	ENSG00000112679	-0.667154395	0.071563131
E2F3	1871	ENSG00000112242	1.206913816	0.026637112
ECT2	1894	ENSG00000114346	2.215688984	0.000452461
EEF1B2	1933	ENSG00000114942	0.431775365	0.458781419
EFCC1	79825	ENSG00000114654	-3.300740113	8.56e-06
EFEMP1	2202	ENSG00000115380	-2.623438367	1.66e-05
EFHD1	80303	ENSG00000115468	-0.884934435	0.143959239
EHBP1	23301	ENSG00000115504	-0.357539371	0.311915174
EHHADH	1962	ENSG00000113790	-0.199032497	0.585665864
EIF1B	10289	ENSG00000114784	-0.860869677	0.040141469
EIF2B4	8890	ENSG00000115211	-0.229048422	0.526427707
EIF4G1	1981	ENSG00000114867	-0.084729867	0.861819355
ELMOD3	84173	ENSG00000115459	0.195883618	0.585526693
ENPP5	59084	ENSG00000112796	-0.627212266	0.28477999
EPB41L5	57669	ENSG00000115109	-0.597515721	0.332787303
EPM2A	7957	ENSG00000112425	-1.741565198	0.000381185
ERBIN	55914	ENSG00000112851	0.58607282	0.194527017
ERGIC1	57222	ENSG00000113719	-0.760700097	0.07788767
EVA1A	84141	ENSG00000115363	-0.179868974	0.778203543
EXOC2	55770	ENSG00000112685	-0.318710854	0.378527052
EYA4	2070	ENSG00000112319	1.130706625	0.144859469
FAF2	23197	ENSG00000113194	-0.059811272	0.854507308
FAHD2A	51011	ENSG00000115042	0.150071846	0.699698105
FAM120B	84498	ENSG00000112584	-0.495034719	0.130319524
FAM162A	26355	ENSG00000114023	0.518284825	0.288425366
FAM172A	83989	ENSG00000113391	-0.174125971	0.582040779
FANCL	55120	ENSG00000115392	0.802743695	0.038005019
FBRSL1	57666	ENSG00000112787	0.371234478	0.445672653
FBXL4	26235	ENSG00000112234	0.079884731	0.818130641
FBXO9	26268	ENSG00000112146	-0.388639788	0.195517684
FGF1	2246	ENSG00000113578	-0.378655646	0.557807595
FGF12	2257	ENSG00000114279	1.516529316	0.129603846
FHL2	2274	ENSG00000115641	2.836577777	0.000552247
FHL5	9457	ENSG00000112214	-3.249926759	2.44e-05
FIG4	9896	ENSG00000112367	-1.203591487	0.002575889
FN1	2335	ENSG00000115414	-1.05555917	0.085068059
FNDC4	64838	ENSG00000115226	0.130278266	0.849581064
FOXP1	27086	ENSG00000114861	-0.783962382	0.037350706
FRMD4B	23150	ENSG00000114541	-1.418124445	0.001623822
FXR1	8087	ENSG00000114416	0.293059627	0.351221279
GABRG2	2566	ENSG00000113327	2.54705637	0.162523881
GALNT3	2591	ENSG00000115339	0.528694602	0.324696707
GBE1	2632	ENSG00000114480	-0.386025732	0.238074435
GCA	25801	ENSG00000115271	-0.546601498	0.198444944
GCG	2641	ENSG00000115263	4.337217563	0.022426612
GGCX	2677	ENSG00000115486	0.189154953	0.609095431
GHR	2690	ENSG00000112964	-1.906633485	0.002183476
GLP1R	2740	ENSG00000112164	-2.907286029	0.010475396
GLS	2744	ENSG00000115419	1.105664782	0.085529136
GMDS	2762	ENSG00000112699	2.035379733	0.004142101
GMNN	51053	ENSG00000112312	1.437891231	0.011592489
GNAI2	2771	ENSG00000114353	-1.510189449	0.002368676
GNAT1	2779	ENSG00000114349	6.681774703	0.005910348
GNB4	59345	ENSG00000114450	-0.265739626	0.537507701
GNLY	10578	ENSG00000115523	-0.4358862	0.457563708
GNPDA1	10007	ENSG00000113552	0.056216611	0.875306506
GOLPH3	64083	ENSG00000113384	-0.012720698	0.97073048
GORASP1	64689	ENSG00000114745	-0.860520517	0.038080339
GORASP2	26003	ENSG00000115806	0.021951123	0.952948707
GPD2	2820	ENSG00000115159	-0.071585086	0.800259906
GPLD1	2822	ENSG00000112293	-0.397700088	0.543584548
GPR63	81491	ENSG00000112218	1.514134452	0.069916165
GRB14	2888	ENSG00000115290	1.400147531	0.064558836
GRK7	131890	ENSG00000114124	0.510744168	0.630951844
GRM6	2916	ENSG00000113262	0.380440817	0.701425324
GTF3C2	2976	ENSG00000115207	-0.005423919	0.987650122
GUCA1B	2979	ENSG00000112599	1.15641554	0.097686297
GZMK	3003	ENSG00000113088	0.489049277	0.473817495
H2AFY	9555	ENSG00000113648	-0.277715664	0.403531767
HAND1	9421	ENSG00000113196	-3.507766856	0.0251753
HARS2	23438	ENSG00000112855	-0.244796332	0.534042799
HAVCR1	26762	ENSG00000113249	3.014115018	0.023482879
HBEGF	1839	ENSG00000113070	-1.417929096	0.058575363
HBS1L	10767	ENSG00000112339	0.347588829	0.355455932
HDGFL1	154150	ENSG00000112273	1.167143674	0.291237776
HDLBP	3069	ENSG00000115677	0.129571046	0.762614546
HECA	51696	ENSG00000112406	-0.987804101	0.0066274
HEMK1	51409	ENSG00000114735	0.286027396	0.44637933
HES1	3280	ENSG00000114315	0.071533678	0.886018935
HGD	3081	ENSG00000113924	3.336879673	0.003232621
HHLA2	11148	ENSG00000114455	0.664454969	0.606893969
HMGCR	3156	ENSG00000113161	-1.090948554	0.006581399
HMGCS1	3157	ENSG00000112972	-1.237265018	0.010944422
HMGXB3	22993	ENSG00000113716	-0.058734926	0.858563788
HPCAL1	3241	ENSG00000115756	-2.161304295	0.000137889
HRG	3273	ENSG00000113905	4.618676071	0.011849575
HRH2	3274	ENSG00000113749	0.690161817	0.445749223
HSPA9	3313	ENSG00000113013	0.0567824	0.878091635
HSPE1	3336	ENSG00000115541	1.550591764	0.01361475
HTRA2	27429	ENSG00000115317	0.513290308	0.357022463
HYAL1	3373	ENSG00000114378	-2.864026656	0.000567316
ICK	22858	ENSG00000112144	0.286014254	0.390647137
ID2	3398	ENSG00000115738	-0.673419114	0.155756523
IFIH1	64135	ENSG00000115267	-0.496853625	0.113969535
IFT57	55081	ENSG00000114446	-1.206976744	0.019841819
IGFBP2	3485	ENSG00000115457	2.46706966	0.03106202
IGFBP5	3488	ENSG00000115461	2.208454479	0.0142615
IK	3550	ENSG00000113141	-0.534535284	0.221740278
IL12B	3593	ENSG00000113302	0.398761654	0.563421815
IL17A	3605	ENSG00000112115	2.783622987	0.025657323
IL17F	112744	ENSG00000112116	0.625513424	0.739647476
IL18R1	8809	ENSG00000115604	-1.409177039	0.023492377
IL18RAP	8807	ENSG00000115607	-0.854469688	0.099244571
IL1A	3552	ENSG00000115008	-2.258410494	0.006845552
IL1R1	3554	ENSG00000115594	-1.226507697	0.016665579
IL1R2	7850	ENSG00000115590	-0.781012728	0.332335221
IL1RL1	9173	ENSG00000115602	-3.386665089	0.002802737
IL1RL2	8808	ENSG00000115598	1.117146882	0.12619061
IL4	3565	ENSG00000113520	0.811597342	0.501301701
IL5	3567	ENSG00000113525	3.452981782	0.025453787
IMPG1	3617	ENSG00000112706	1.045486075	0.198177496
INO80B	83444	ENSG00000115274	0.92032687	0.113761883
INO80D	54891	ENSG00000114933	0.351230423	0.455866558
IQCG	84223	ENSG00000114473	0.509967063	0.461374282
IRX4	50805	ENSG00000113430	7.746906534	0.003060666
ITGA4	3676	ENSG00000115232	-0.272510124	0.603345105
ITGB6	3694	ENSG00000115221	-1.142004247	0.094454726
ITK	3702	ENSG00000113263	-0.025804955	0.960602503
KANSL3	55683	ENSG00000114982	-0.597611282	0.058745031
KAT2B	8850	ENSG00000114166	-1.246751361	0.001713058
KCNIP3	30818	ENSG00000115041	1.207792011	0.080944259
KCNJ13	3769	ENSG00000115474	5.221317387	0.007378728
KCTD20	222658	ENSG00000112078	-0.27328358	0.408376075
KDM3A	55818	ENSG00000115548	0.080902738	0.784329076
KHDRBS2	202559	ENSG00000112232	-3.369463062	0.000282319
KIAA1257	57501	ENSG00000114656	1.316754878	0.071624774
KIF20A	10112	ENSG00000112984	2.637973676	0.001260958
KLHL18	23276	ENSG00000114648	-0.616995305	0.112812203
KLHL24	54800	ENSG00000114796	-0.487108552	0.163709501
KNG1	3827	ENSG00000113889	0.557152025	0.688992876
KPNA1	3836	ENSG00000114030	-0.145730203	0.61494899
LAMA4	3910	ENSG00000112769	-0.217086312	0.705646283
LANCL1	10314	ENSG00000115365	-0.527221225	0.101248502
LIFR	3977	ENSG00000113594	-1.306632867	0.061689541
LMAN2L	81562	ENSG00000114988	-0.297272583	0.447413286
LMNB1	4001	ENSG00000113368	1.514665087	0.01504962
LNPEP	4012	ENSG00000113441	0.054232495	0.902191323
LOX	4015	ENSG00000113083	1.274963035	0.053842011
LOXL3	84695	ENSG00000115318	-0.115404285	0.800011905
LRRC31	79782	ENSG00000114248	0.133707466	0.8962934
LY86	9450	ENSG00000112799	-1.720279649	0.018445953
MAN2A1	4124	ENSG00000112893	0.376206691	0.377470448
MAPK14	1432	ENSG00000112062	-0.479122235	0.104272882
MAPKAPK3	7867	ENSG00000114738	-0.730223818	0.170720769
MCM3	4172	ENSG00000112118	0.880191769	0.091994442
MDFI	4188	ENSG00000112559	1.306857393	0.104416831
MDGA1	266727	ENSG00000112139	-2.134088789	0.000365088
MDN1	23195	ENSG00000112159	0.31594037	0.472970366
MED23	9439	ENSG00000112282	0.053751233	0.859575077
MEP1A	4224	ENSG00000112818	0.421703641	0.669980764
MLPH	79083	ENSG00000115648	-0.827221391	0.210913565
MOB1A	55233	ENSG00000114978	0.058520281	0.884688291
MOB4	25843	ENSG00000115540	-0.123538319	0.725749021
MOGS	7841	ENSG00000115275	0.337080333	0.449053404
MORC1	27136	ENSG00000114487	-0.310391847	0.797955483
MPV17	4358	ENSG00000115204	-0.317522095	0.382620081
MRPL18	29074	ENSG00000112110	0.083073682	0.854735803
MRPL19	9801	ENSG00000115364	0.547065123	0.147288938
MRPL2	51069	ENSG00000112651	0.440570842	0.34299
MRPL3	11222	ENSG00000114686	0.872515924	0.039378566
MRPS27	23107	ENSG00000113048	0.081210056	0.814712936
MRPS30	10884	ENSG00000112996	0.422849894	0.173121398
MSH3	4437	ENSG00000113318	-0.065025639	0.858908255
NCBP2	22916	ENSG00000114503	0.428321686	0.242069019
NCL	4691	ENSG00000115053	0.01544324	0.972754696
NDUFS7	374291	ENSG00000115286	-0.313055932	0.562488114
NEK11	79858	ENSG00000114670	0.226407844	0.729319812
NEK4	6787	ENSG00000114904	0.097673179	0.774323517
NEU2	4759	ENSG00000115488	0	1
NIT2	56954	ENSG00000114021	0.783719507	0.08438226
NKTR	4820	ENSG00000114857	0.831649352	0.124472692
NME5	8382	ENSG00000112981	0.614919594	0.513949643
NNT	23530	ENSG00000112992	-0.27493855	0.397185903
NOL10	79954	ENSG00000115761	0.196362407	0.593144836
NPHP3	27031	ENSG00000113971	0.448718121	0.284908292
NPR3	4883	ENSG00000113389	-2.765759086	6.74e-05
NPRL2	10641	ENSG00000114388	0.563686412	0.259057876
NR2E1	7101	ENSG00000112333	3.727298441	0.009927606
NR3C1	2908	ENSG00000113580	-0.842109103	0.028631497
NRBP1	29959	ENSG00000115216	-0.376547698	0.304889004
NUDT12	83594	ENSG00000112874	-0.580781848	0.320483063
NUP155	9631	ENSG00000113569	1.355149968	0.003275919
ODC1	4953	ENSG00000115758	0.039676674	0.938882345
OGG1	4968	ENSG00000114026	-0.019088814	0.954572464
OR12D3	81797	ENSG00000112462	0	1
OTOF	9381	ENSG00000115155	1.039125828	0.227377688
OTX1	5013	ENSG00000115507	3.290222363	0.003922552
PACRG	135138	ENSG00000112530	0.223300462	0.862845856
PAPOLG	64895	ENSG00000115421	0.153857205	0.669750783
PASK	23178	ENSG00000115687	1.566849724	0.002181324
PCCB	5096	ENSG00000114054	0.472374553	0.310210042
PCDH12	51294	ENSG00000113555	-1.832906458	0.004634772
PCDHB15	56121	ENSG00000113248	-0.917648019	0.07879322
PCDHB2	56133	ENSG00000112852	1.328130659	0.070577506
PCDHB3	56132	ENSG00000113205	-1.060405268	0.055009133
PCDHB5	26167	ENSG00000113209	0.149132624	0.87151674
PCDHB6	56130	ENSG00000113211	2.635815423	0.021053743
PCDHB7	56129	ENSG00000113212	-0.379561174	0.607532344
PCGF1	84759	ENSG00000115289	0.751109067	0.206009139
PCSK4	54760	ENSG00000115257	1.064135251	0.207007989
PDCD10	11235	ENSG00000114209	0.416107585	0.366965828
PDCL3	79031	ENSG00000115539	0.197815254	0.681983134
PDE10A	90632	ENSG00000112541	1.051811749	0.045453849
PDE10A	10846	ENSG00000112541	1.051811749	0.045453849
PDE1A	5136	ENSG00000115252	-0.138492768	0.756905157
PDE4D	5144	ENSG00000113448	-0.523720606	0.413638054
PDE8B	8622	ENSG00000113231	-1.537174641	0.023651792
PDGFRB	5159	ENSG00000113721	-0.353472258	0.47788682
PECR	55825	ENSG00000115425	-1.123750925	0.009101056
PERP	64065	ENSG00000112378	0.716413705	0.085656045
PEX5L	51555	ENSG00000114757	3.767304211	0.008208826
PEX7	5191	ENSG00000112357	-0.335663201	0.44464519
PFDN1	5201	ENSG00000113068	-0.39231819	0.350609296
PFKFB4	5210	ENSG00000114268	0.429049356	0.415990679
PHACTR1	221692	ENSG00000112137	-1.872212469	0.001600663
PHACTR2	9749	ENSG00000112419	-1.697223294	0.00198956
PHF1	5252	ENSG00000112511	-0.276334192	0.527347475
PIKFYVE	200576	ENSG00000115020	0.125378311	0.743322198
PLCD4	84812	ENSG00000115556	-0.149244389	0.765596292
PLCH1	23007	ENSG00000114805	-0.075961852	0.883868407
PLEKHB2	55041	ENSG00000115762	-1.08374089	0.005380066
PLSCR4	57088	ENSG00000114698	-1.631172147	0.000230263
PLXNA1	5361	ENSG00000114554	-0.427164838	0.341084994
PODXL2	50512	ENSG00000114631	2.948710951	0.001157635
POLE4	56655	ENSG00000115350	0.91800979	0.226153059
POLR3G	10622	ENSG00000113356	2.350183181	0.000656343
POMC	5443	ENSG00000115138	-1.100651392	0.184736886
PPM1G	5496	ENSG00000115241	0.299015886	0.529858875
PPP1R7	5510	ENSG00000115685	-0.408453111	0.296832577
PPP2CA	5515	ENSG00000113575	-0.383120047	0.290483277
PPP2R5D	5528	ENSG00000112640	-0.12378713	0.760987597
PPWD1	23398	ENSG00000113593	0.211617351	0.543407501
PRDM13	59336	ENSG00000112238	7.567431736	0.009583061
PRKAG3	53632	ENSG00000115592	0.17735859	0.859161329
PRKAR2A	5576	ENSG00000114302	-0.464382592	0.123809165
PRKD3	23683	ENSG00000115825	-0.19914877	0.616237274
PRLR	5618	ENSG00000113494	-0.23594291	0.720986262
PROC	5624	ENSG00000115718	5.681810817	0.001556072
PRPF4B	8899	ENSG00000112739	0.300465424	0.329096631
PRPH2	5961	ENSG00000112619	0.075965357	0.904456848
PRSS16	10279	ENSG00000112812	-0.01321373	0.97912831
PSMD14	10213	ENSG00000115233	0.602151648	0.224769439
PTK7	5754	ENSG00000112655	0.211625749	0.606458809
PTP4A1	7803	ENSG00000112245	-0.067427085	0.883858347
QKI	9444	ENSG00000112531	-1.154075243	0.019192722
QPCT	25797	ENSG00000115828	3.412781821	0.012985164
RAB23	51715	ENSG00000112210	-0.320510442	0.458751165
RAB3GAP1	22930	ENSG00000115839	-0.638288339	0.041817508
RAD1	5810	ENSG00000113456	0.063327576	0.836705807
RAD50	10111	ENSG00000113522	-0.078016282	0.795766394
RARS	5917	ENSG00000113643	0.341067186	0.293921489
RASGRF2	5924	ENSG00000113319	0.683281908	0.252693935
RBM24	221662	ENSG00000112183	1.998736661	0.090273054
RBP1	5947	ENSG00000114115	-0.982322007	0.053552812
RBP2	5948	ENSG00000114113	-2.587686418	0.045060128
REEP6	92840	ENSG00000115255	1.526632173	0.076751201
REG1A	5967	ENSG00000115386	11.22929149	0.001359216
RHAG	6005	ENSG00000112077	0.47307166	0.703079247
RMDN2	151393	ENSG00000115841	-0.438454921	0.444639356
RNF130	55819	ENSG00000113269	-1.292341484	0.005923159
RNF7	9616	ENSG00000114125	0.448312258	0.381702012
RNF8	9025	ENSG00000112130	-0.348693388	0.368977776
ROPN1B	152015	ENSG00000114547	0.897254364	0.392435275
RPL24	6152	ENSG00000114391	0.40653915	0.515442866
RPS12	6206	ENSG00000112306	-0.256513144	0.648565757
RPS15	6209	ENSG00000115268	0.077423046	0.891263135
RRP9	9136	ENSG00000114767	0.250391929	0.650186664
RTKN	6242	ENSG00000114993	0.906456971	0.052759469
RTN4	57142	ENSG00000115310	0.323942067	0.59254338
SAYSD1	55776	ENSG00000112167	-0.204621458	0.60470344
SCAP	22937	ENSG00000114650	-0.539435061	0.237405893
SEC24A	10802	ENSG00000113615	0.485578952	0.199057577
SELENOK	58515	ENSG00000113811	-0.005296053	0.992135404
SEMA5A	9037	ENSG00000112902	-2.422891825	0.002426786
SENP6	26054	ENSG00000112701	-0.21194937	0.486553951
SERPINI2	5276	ENSG00000114204	0.14145988	0.907514986
SF3B1	23451	ENSG00000115524	-0.057558706	0.847601941
SF3B6	51639	ENSG00000115128	0.128671685	0.740146662
SIM1	6492	ENSG00000112246	3.188468593	0.067951728
SKP1	6500	ENSG00000113558	-0.465032244	0.227231462
SLC12A7	10723	ENSG00000113504	0.590061794	0.231166377
SLC16A10	117247	ENSG00000112394	-1.060919648	0.107970975
SLC17A2	10246	ENSG00000112337	1.123266495	0.460477775
SLC22A2	6582	ENSG00000112499	-2.739620309	0.064437102
SLC25A12	8604	ENSG00000115840	0.308160081	0.339615438
SLC25A36	55186	ENSG00000114120	0.154243667	0.686826707
SLC27A6	28965	ENSG00000113396	-3.006705465	0.00820412
SLC29A1	2030	ENSG00000112759	-0.689498573	0.168518154
SLC30A3	7781	ENSG00000115194	-0.092316437	0.906758329
SLC35F5	80255	ENSG00000115084	1.228239949	0.01866357
SLC39A7	7922	ENSG00000112473	0.200162873	0.678906958
SLC41A3	54946	ENSG00000114544	-0.272679822	0.527035809
SLC4A3	6508	ENSG00000114923	0.98020993	0.17112403
SLC4A9	83697	ENSG00000113073	0.550240877	0.527497477
SLC5A7	60482	ENSG00000115665	-2.051506937	0.055926445
SLC9A2	6549	ENSG00000115616	1.002924369	0.386270354
SMAD5	4090	ENSG00000113658	0.089563443	0.743772054
SMAP1	60682	ENSG00000112305	-0.498430251	0.222919611
SMC4	10051	ENSG00000113810	1.014025235	0.074899152
SMOC2	64094	ENSG00000112562	0.686107588	0.243823572
SMYD1	150572	ENSG00000115593	1.588630488	0.135548212
SNX17	9784	ENSG00000115234	-0.791893843	0.084033385
SNX3	8724	ENSG00000112335	-0.610298742	0.162397124
SNX4	8723	ENSG00000114520	-0.442009959	0.202386533
SOBP	55084	ENSG00000112320	-0.465522646	0.474228128
SOD2	6648	ENSG00000112096	-0.974988293	0.034087593
SPARC	6678	ENSG00000113140	-0.10054223	0.876321581
SPCS1	28972	ENSG00000114902	-0.023135716	0.955503747
SPTBN1	6711	ENSG00000115306	-1.841428396	0.002252452
SRF	6722	ENSG00000112658	-0.481412008	0.320308033
SRSF3	6428	ENSG00000112081	0.214480655	0.583136895
SSR3	6747	ENSG00000114850	0.874514676	0.102756943
ST3GAL5	8869	ENSG00000115525	-1.002577693	0.024848686
ST8SIA4	7903	ENSG00000113532	0.35948672	0.480887543
STAM2	10254	ENSG00000115145	-0.355376805	0.237531702
STAT1	6772	ENSG00000115415	0.652919341	0.119566808
STC2	8614	ENSG00000113739	1.061992013	0.200627859
STEAP3	55240	ENSG00000115107	0.67837891	0.170966716
STK16	8576	ENSG00000115661	0.286097377	0.542258577
STK25	10494	ENSG00000115694	0.206715323	0.629898601
STK38	11329	ENSG00000112079	0.331702624	0.403125589
STRN	6801	ENSG00000115808	-0.08219828	0.834234891
SUB1	10923	ENSG00000113387	0.848035675	0.085805386
TACR1	6869	ENSG00000115353	2.372443469	0.033109128
TAF1B	9014	ENSG00000115750	0.000974873	0.997960272
TANC1	85461	ENSG00000115183	-0.912948525	0.011580153
TARS	6897	ENSG00000113407	0.661970503	0.111917108
TBCCD1	55171	ENSG00000113838	-0.044586141	0.89948695
TBP	6908	ENSG00000112592	0.093786806	0.812046521
TBX18	9096	ENSG00000112837	3.114989036	0.011209458
TCERG1	10915	ENSG00000113649	0.718702524	0.035305082
TFCP2L1	29842	ENSG00000115112	-0.483385225	0.488270608
TFDP2	7029	ENSG00000114126	-0.237465931	0.479163828
TFEB	7942	ENSG00000112561	-0.842269058	0.077804931
TFG	10342	ENSG00000114354	0.28088665	0.363955953
THBS4	7060	ENSG00000113296	0.674533565	0.380223061
THG1L	54974	ENSG00000113272	-0.12038991	0.794114222
TIMMDC1	51300	ENSG00000113845	0.280721638	0.45565326
TLX2	3196	ENSG00000115297	2.432575634	0.063220554
TMCO6	55374	ENSG00000113119	0.395754668	0.349389664
TMEM30A	55754	ENSG00000112697	-0.798408809	0.037171638
TNNC1	7134	ENSG00000114854	-4.789633476	2.99e-05
TP53I3	9540	ENSG00000115129	-0.611244452	0.135254408
TPO	7173	ENSG00000115705	1.174032548	0.289405321
TRAPPC13	80006	ENSG00000113597	-0.08847885	0.796112634
TREML2	79865	ENSG00000112195	0.001523831	0.998618599
TRIM23	373	ENSG00000113595	-0.273249428	0.461501559
TRIM38	10475	ENSG00000112343	0.103910481	0.74671293
TSPO2	222642	ENSG00000112212	1.771998338	0.091151141
TTC1	7265	ENSG00000113312	-0.465411044	0.229874616
TTC31	64427	ENSG00000115282	0.083096134	0.804191961
TTC33	23548	ENSG00000113638	-0.433798494	0.242794609
TTK	7272	ENSG00000112742	3.246098577	0.000199506
TTL	150465	ENSG00000114999	-0.343322477	0.405433284
TUSC2	11334	ENSG00000114383	-0.310763049	0.466746479
TXNDC15	79770	ENSG00000113621	-0.238360983	0.53476005
TXNDC9	10190	ENSG00000115514	0.579157562	0.214744373
UBE3A	7337	ENSG00000114062	-0.074121808	0.806906663
UMPS	7372	ENSG00000114491	0.289693948	0.409599267
UNC50	25972	ENSG00000115446	-0.089273089	0.80335397
UNC5A	90249	ENSG00000113763	1.93652434	0.039724827
UNC93A	54346	ENSG00000112494	2.624581577	0.042795727
UPK1B	7348	ENSG00000114638	5.056318005	0.01333431
USP34	9736	ENSG00000115464	0.282622772	0.603945097
USP4	107986084	ENSG00000114316	-0.753337151	0.016562481
USP4	7375	ENSG00000114316	-0.753337151	0.016562481
USP9Y	8287	ENSG00000114374	-0.100212028	0.852613613
UXS1	80146	ENSG00000115652	-0.880572071	0.02935807
VEGFA	7422	ENSG00000112715	0.258296772	0.532976012
VIPR1	7433	ENSG00000114812	-4.264361181	0.000118063
VNN1	8876	ENSG00000112299	-1.090673797	0.064359672
VNN2	8875	ENSG00000112303	-1.676340797	0.009012724
WASF1	8936	ENSG00000112290	2.201864249	0.002041653
WDR48	57599	ENSG00000114742	-0.538969081	0.084312378
WDR75	84128	ENSG00000115368	0.748694418	0.026396867
WISP3	8838	ENSG00000112761	0.757730718	0.267238046
WNT5A	7474	ENSG00000114251	0.415484469	0.218023934
WNT6	7475	ENSG00000115596	2.956193173	0.010148388
WWC1	23286	ENSG00000113645	-1.820865749	0.003205202
XRN1	54464	ENSG00000114127	0.224486509	0.547454241
ZAP70	7535	ENSG00000115085	0.160937738	0.702257894
ZBTB24	9841	ENSG00000112365	-0.368713137	0.339648072
ZBTB47	92999	ENSG00000114853	-1.390167846	0.00606799
ZNF142	7701	ENSG00000115568	-0.160555663	0.717693401
ZNF346	23567	ENSG00000113761	-0.192403815	0.580941796
ZNF451	26036	ENSG00000112200	0.336155692	0.354951795
A4GNT	51146	ENSG00000118017	-0.602421488	0.465639096
AAK1	22848	ENSG00000115977	0.07960467	0.871522509
ABCD3	5825	ENSG00000117528	-0.172150015	0.675105722
