GeneID	GeneName	logFC	logCPM	F	PValue	FDR
ENSG00000121690	DEPDC7	-0.889368289	-0.222338315	3.657270707	0.081021388	0.177766779
ENSG00000121691	CAT	-3.301668493	8.235314347	53.54848205	1.17E-05	0.000826188
ENSG00000121716	PILRB	2.59389172	2.394051302	10.72371256	0.006993384	0.035484953
ENSG00000121741	ZMYM2	0.074607677	6.36103877	0.076100735	0.787542107	0.861477617
ENSG00000121742	GJB6	2.182840039	0.961449674	1.121926451	0.311222276	0.458796042
ENSG00000121743	GJA3	1.499136385	-2.660595534	3.835411919	0.07485269	0.168476332
ENSG00000121749	TBC1D15	-0.613576483	5.844733834	3.219757346	0.099032973	0.204116783
ENSG00000121753	ADGRB2	2.912596623	5.395436295	9.411256002	0.010192821	0.044715665
ENSG00000121764	HCRTR1	-2.189415992	-2.169552711	9.007602263	0.011507588	0.048221721
ENSG00000121766	ZCCHC17	0.719500242	5.32970613	7.8039204	0.016810055	0.061601987
ENSG00000121769	FABP3	-1.007832193	3.829715174	1.495679978	0.245782562	0.387611548
ENSG00000121774	KHDRBS1	0.232937615	7.344254885	1.080298604	0.319968421	0.467870318
ENSG00000121775	TMEM39B	0.155027616	3.953632971	0.14969292	0.705885563	0.801995246
ENSG00000121797	CCRL2	-2.159906672	1.951963388	14.71080245	0.002552244	0.018692013
ENSG00000121807	CCR2	-3.739256567	2.011794263	20.89220341	0.000714188	0.008741727
ENSG00000121851	POLR3GL	-0.853984891	5.082169568	3.486686531	0.087521715	0.187692529
ENSG00000121858	TNFSF10	0.292917342	7.36026603	0.145619567	0.70970678	0.804754483
ENSG00000121864	ZNF639	0.514480663	5.100617094	3.049527665	0.107357428	0.216157362
ENSG00000121871	SLITRK3	0.820786202	-2.626448703	0.383490495	0.547800592	0.677692866
ENSG00000121879	PIK3CA	-1.399062946	5.628102396	19.34469531	0.000957229	0.010422915
ENSG00000121892	PDS5A	0.181324755	6.998202095	0.36661249	0.556604963	0.684918016
ENSG00000121895	TMEM156	-1.587889928	-0.056533043	5.253930098	0.041630136	0.112617715
ENSG00000121897	LIAS	-0.235844267	3.518573318	0.3580751	0.561166035	0.688768819
ENSG00000121898	CPXM2	-3.810030503	5.952339002	46.77707441	2.22E-05	0.001155681
ENSG00000121900	TMEM54	2.337404806	5.598053014	22.63016879	0.000522847	0.007181891
ENSG00000121903	ZSCAN20	-0.579306626	1.643531196	2.445482173	0.144920662	0.266922182
ENSG00000121904	CSMD2	-0.117105346	0.704998301	0.027213117	0.871833443	0.919549607
ENSG00000121905	HPCA	1.451151834	-1.430303632	3.646027146	0.081431216	0.178428467
ENSG00000121931	LRIF1	0.749602796	4.037426378	5.794630744	0.033873108	0.097794848
ENSG00000121933	TMIGD3	-1.605201265	2.716515597	6.658996273	0.024767311	0.07936034
ENSG00000121940	CLCC1	-0.078022103	4.661074859	0.060447137	0.810119064	0.877096345
ENSG00000121957	GPSM2	0.481186372	4.120495619	1.472200558	0.249306738	0.391297474
ENSG00000121964	GTDC1	-1.775467307	4.655197822	17.05181774	0.001522302	0.013746866
ENSG00000121966	CXCR4	0.383028293	5.237450339	0.508294931	0.490077382	0.628864364
ENSG00000121988	ZRANB3	0.302627586	2.292687451	0.767952149	0.398768201	0.545350515
ENSG00000121989	ACVR2A	-1.600357037	3.994509237	15.6900863	0.002044173	0.016399152
ENSG00000122008	POLK	-0.49619762	4.703630593	1.498382768	0.245381205	0.387349186
ENSG00000122012	SV2C	0.391890095	-1.021349055	0.129936766	0.725024535	0.815967411
ENSG00000122025	FLT3	0.292791504	0.670598986	0.075398395	0.788498266	0.862256507
ENSG00000122026	RPL21	-1.066740048	7.849311283	15.40079152	0.002180729	0.017065764
ENSG00000122033	MTIF3	-0.159382653	5.406509219	0.225863168	0.643497835	0.754643048
ENSG00000122034	GTF3A	0.836085213	7.182818295	3.9753795	0.070404648	0.161495029
ENSG00000122035	RASL11A	-2.533861902	3.290797958	18.65919532	0.001095312	0.011218024
ENSG00000122042	UBL3	-0.613714971	6.269032836	2.308494686	0.155644722	0.280437974
ENSG00000122068	FYTTD1	0.047043076	6.494297576	0.0281586	0.869648172	0.917675347
ENSG00000122085	MTERF4	-0.47875909	4.484652868	1.978472324	0.185968007	0.317852825
ENSG00000122121	XPNPEP2	-7.790953113	3.892387417	96.63256816	6.06E-07	0.000190231
ENSG00000122122	SASH3	-1.812522198	3.360414434	12.55960164	0.004297272	0.025826457
ENSG00000122126	OCRL	0.056892297	5.835101072	0.025504336	0.875884415	0.92217008
ENSG00000122133	PAEP	6.149902613	2.521081024	6.861998971	0.023073354	0.075691743
ENSG00000122136	OBP2A	-0.512314922	-2.646401807	0.164615274	0.692381521	0.792002457
ENSG00000122140	MRPS2	0.612821148	5.246413371	3.573823596	0.084124435	0.182566194
ENSG00000122176	FMOD	-2.796653009	7.765998013	26.70989313	0.000267246	0.004805573
ENSG00000122188	LAX1	-2.371693655	0.437094862	9.306583055	0.01051585	0.045646837
ENSG00000122203	KIAA1191	0.272444421	6.66362365	0.455838039	0.512907893	0.64835867
ENSG00000122218	COPA	0.709737554	8.460555623	6.707707619	0.024347672	0.078459302
ENSG00000122223	CD244	-2.10447139	-0.146111386	7.152599574	0.02088253	0.071112094
ENSG00000122224	LY9	-1.63855065	0.303818918	4.727353917	0.051330443	0.129835826
ENSG00000122254	HS3ST2	-2.83949113	1.692852427	8.991745963	0.011563211	0.048359337
ENSG00000122257	RBBP6	-0.008409575	5.971480467	0.001116912	0.973911907	0.983618803
ENSG00000122299	ZC3H7A	-0.865066468	5.554668258	10.67515311	0.007088326	0.035767101
ENSG00000122335	SERAC1	-0.302076828	3.166369284	0.767417477	0.398927272	0.545485941
ENSG00000122359	ANXA11	-0.426639081	7.720882984	1.11290437	0.313088647	0.460643666
ENSG00000122367	LDB3	-2.615857949	1.676999968	11.71880074	0.00534246	0.029871627
ENSG00000122375	OPN4	-1.802709159	-1.804953719	3.202023257	0.099862028	0.205363773
ENSG00000122376	FAM35A	-0.403914161	4.849101039	1.489364516	0.246723847	0.388699319
ENSG00000122378	FAM213A	-1.622062155	8.005528584	18.13940405	0.001215802	0.01197458
ENSG00000122386	ZNF205	1.688895091	3.903644129	22.20068749	0.000563843	0.007543841
ENSG00000122390	NAA60	1.45036187	4.908307947	22.93057803	0.00049625	0.006950899
ENSG00000122406	RPL5	-0.148226711	9.856575116	0.182050734	0.677486661	0.781916973
ENSG00000122417	ODF2L	-0.375370738	4.626898622	0.380817703	0.549176566	0.67864807
ENSG00000122420	PTGFR	-6.210228207	3.504511986	49.09535342	1.77E-05	0.001032134
ENSG00000122432	SPATA1	-0.362062335	-1.181815658	0.485685425	0.499689419	0.636747971
ENSG00000122435	TRMT13	-0.599472624	3.158461248	3.663255536	0.080804271	0.177463636
ENSG00000122477	LRRC39	-0.20512271	-0.409584229	0.13534351	0.719629572	0.812044486
ENSG00000122481	RWDD3	-0.177441878	2.122131918	0.245531742	0.629561975	0.743535697
ENSG00000122482	ZNF644	-0.638177683	5.205029442	4.295728915	0.061377425	0.146850864
ENSG00000122483	CCDC18	-0.280281422	2.136847752	0.225895962	0.643473982	0.754643048
ENSG00000122484	RPAP2	0.000866822	4.22665966	1.15E-05	0.997351391	0.998360856
ENSG00000122490	PQLC1	-0.204921921	5.614846727	0.289368052	0.600870632	0.720999551
ENSG00000122507	BBS9	-0.49842374	4.082826995	1.730494226	0.213944646	0.351718795
ENSG00000122512	PMS2	0.037917527	3.413794101	0.010399808	0.920527651	0.951572383
ENSG00000122515	ZMIZ2	1.291159002	6.440083414	10.54097223	0.007358704	0.036667466
ENSG00000122543	OCM	-0.054922165	-3.062008342	0.00472593	0.946371861	0.967622374
ENSG00000122545	Sep-07	-0.709466249	7.49227419	4.652029536	0.052931592	0.132543409
ENSG00000122547	EEPD1	-2.656782638	4.836027304	45.29488058	2.59E-05	0.001261782
ENSG00000122548	KIAA0087	-3.255045058	-2.071505587	9.404831356	0.010212306	0.044777312
ENSG00000122550	KLHL7	0.312447768	5.144305354	0.514060574	0.487678473	0.626899224
ENSG00000122557	HERPUD2	-0.535256324	4.90602207	3.27205902	0.096636911	0.200785515
ENSG00000122565	CBX3	1.194037655	7.569596121	14.34462127	0.002779558	0.01974844
ENSG00000122566	HNRNPA2B1	0.718866683	9.180869741	6.810562976	0.023489131	0.076658585
ENSG00000122574	WIPF3	-0.840205293	1.970929502	1.361189693	0.26693102	0.411181202
ENSG00000122584	NXPH1	11.1643987	4.322684451	19.45570542	0.000936846	0.010281194
ENSG00000122591	FAM126A	-3.365629856	4.917489456	60.55273444	6.44E-06	0.000609769
ENSG00000122592	HOXA7	-3.943698345	0.884099387	35.471774	7.89E-05	0.002330161
ENSG00000122641	INHBA	1.88734461	3.812602386	14.17725731	0.002891355	0.020257508
ENSG00000122642	FKBP9	-1.361486888	6.975125175	10.33555573	0.007796644	0.037987036
ENSG00000122643	NT5C3A	0.630176888	4.673629236	3.981095734	0.070229941	0.16122419
ENSG00000122644	ARL4A	-1.418194286	4.55053659	13.42655312	0.003462923	0.022567413
ENSG00000122674	CCZ1	0.251629263	2.806366575	0.384729126	0.547165215	0.677413867
ENSG00000122678	POLM	0.647205879	3.85268829	2.935824568	0.113403893	0.224241142
ENSG00000122679	RAMP3	1.580077235	6.175680718	1.943725352	0.189588631	0.322107675
ENSG00000122687	MRM2	0.692235151	4.986171866	6.712766649	0.024304578	0.078389589
ENSG00000122691	TWIST1	-3.39426341	4.062486486	51.23590812	1.45E-05	0.00093052
ENSG00000122692	SMU1	-0.21247951	6.191272064	0.666596981	0.430811357	0.575174936
ENSG00000122694	GLIPR2	-2.482546193	5.491053207	18.59634398	0.001109109	0.01130543
ENSG00000122696	SLC25A51	-0.662783916	4.030416331	3.557759533	0.084738405	0.183447778
ENSG00000122705	CLTA	0.22702484	6.764209793	0.455755076	0.51294552	0.64835867
ENSG00000122707	RECK	-4.453337497	5.379700781	120.4522894	1.91E-07	0.000136217
ENSG00000122711	SPINK4	6.262970631	-0.773044805	9.73280113	0.009271536	0.042302773
ENSG00000122729	ACO1	-3.22910255	7.405451193	57.09112362	8.58E-06	0.000705902
ENSG00000122733	PHF24	-3.365142228	-0.29539753	25.48549995	0.000324216	0.005449511
ENSG00000122735	DNAI1	2.579735588	-0.453038959	4.436421333	0.057860256	0.140882235
ENSG00000122741	DCAF10	0.993211455	6.210850621	5.455606014	0.038509754	0.107055732
ENSG00000122756	CNTFR	-4.015113248	5.415722534	8.422164781	0.013790409	0.054140891
ENSG00000122778	KIAA1549	0.973078132	3.696704406	2.74561788	0.12449784	0.239084201
ENSG00000122779	TRIM24	0.205576433	5.028963439	0.56480623	0.467416505	0.60873706
ENSG00000122783	C7orf49	-0.902995812	4.38197552	14.25778533	0.002836914	0.01998964
ENSG00000122786	CALD1	-2.233486838	8.191800755	31.57066752	0.000131596	0.003149414
ENSG00000122824	NUDT10	-1.137246861	-0.857636787	3.768327376	0.077105945	0.171844644
ENSG00000122852	SFTPA1	2.420265159	0.051792835	1.358557266	0.267369287	0.411628072
ENSG00000122861	PLAU	-0.83744178	5.31575463	3.147166038	0.102481438	0.209063825
ENSG00000122862	SRGN	-2.518819607	6.411196427	25.83294597	0.00030671	0.005294448
ENSG00000122863	CHST3	-1.655012747	4.991899376	5.849473856	0.033187485	0.096468442
ENSG00000122870	BICC1	-2.991649899	4.678111232	63.24902383	5.20E-06	0.000569876
ENSG00000122873	CISD1	0.321080664	3.896706766	0.877442257	0.368138368	0.516525999
ENSG00000122877	EGR2	-0.570964539	5.292942053	0.293063462	0.598584118	0.719004679
ENSG00000122882	ECD	0.769429051	5.304041233	9.80280854	0.009084237	0.041691112
ENSG00000122884	P4HA1	0.693108378	6.105254713	5.830397366	0.033424068	0.096996487
ENSG00000122912	SLC25A16	-0.928163244	5.240302392	9.448332084	0.01008123	0.044454863
ENSG00000122952	ZWINT	2.670429618	4.652617066	21.71537665	0.000614802	0.007983704
ENSG00000122958	VPS26A	-0.191379176	6.376038263	0.700476692	0.41965837	0.565021411
ENSG00000122965	RBM19	0.105189635	4.580812708	0.158365166	0.697946707	0.796342055
ENSG00000122966	CIT	1.826625085	3.732884797	11.94295197	0.005036968	0.028748622
ENSG00000122970	IFT81	0.697707107	3.522129174	5.25522866	0.041609093	0.112595471
ENSG00000122971	ACADS	-2.024745752	5.137775024	18.13336524	0.001217291	0.011977073
ENSG00000122986	HVCN1	-2.090452757	2.294168968	25.63553001	0.000316516	0.0053897
ENSG00000123009	NME2P1	1.294094528	-1.490308985	4.728754687	0.051301226	0.129815045
ENSG00000123064	DDX54	1.012265659	5.800253152	10.57238895	0.007294321	0.036429776
ENSG00000123066	MED13L	0.31990952	7.570789478	0.352412605	0.5642327	0.69124237
ENSG00000123080	CDKN2C	-2.532118882	5.374162032	21.13572912	0.000682936	0.008522828
ENSG00000123091	RNF11	-0.583631259	7.101416825	2.222041823	0.162935003	0.290012811
ENSG00000123094	RASSF8	-1.840098849	4.589295281	19.13661393	0.000996857	0.010660596
ENSG00000123095	BHLHE41	-1.161039056	5.389944409	2.380258099	0.149905782	0.273131371
ENSG00000123096	SSPN	-3.489635145	5.712827745	61.91368917	5.77E-06	0.000599352
ENSG00000123104	ITPR2	-1.06478315	6.19466099	1.999718726	0.183798182	0.315299387
ENSG00000123106	CCDC91	0.34025805	4.949573784	0.943421484	0.351365199	0.499367968
ENSG00000123119	NECAB1	-2.286255179	1.99584687	12.78694896	0.004057452	0.024863473
ENSG00000123124	WWP1	1.57830915	7.852388861	3.562293261	0.084564571	0.183231491
ENSG00000123130	ACOT9	-1.889889297	4.682946789	19.25207897	0.000974634	0.010536871
ENSG00000123131	PRDX4	0.472747324	6.261298255	1.690446198	0.21896998	0.357338311
ENSG00000123136	DDX39A	2.115858648	5.907798794	13.21995097	0.003642973	0.023292607
ENSG00000123143	PKN1	0.971681254	7.053007549	8.594343867	0.013067312	0.052296744
ENSG00000123144	TRIR	0.770997561	6.579424911	4.015032205	0.069203535	0.159717856
ENSG00000123146	ADGRE5	-2.276230927	5.335968055	15.50377833	0.002130919	0.016827521
ENSG00000123154	WDR83	1.363490246	2.942557219	17.559152	0.00136921	0.012862703
ENSG00000123159	GIPC1	1.666263487	6.515859051	16.90922697	0.001568901	0.014004003
ENSG00000123178	SPRYD7	0.500415701	3.666806672	1.891373318	0.195218427	0.328956288
ENSG00000123179	EBPL	1.219344222	4.913884551	12.53478585	0.004324449	0.025907922
ENSG00000123191	ATP7B	1.182893535	3.903191894	3.010562004	0.109383403	0.218687203
ENSG00000123200	ZC3H13	-0.268458619	6.533178193	0.547758631	0.47405869	0.614571158
ENSG00000123201	GUCY1B2	-0.928468022	-2.917405003	0.987907244	0.340686802	0.488912949
ENSG00000123213	NLN	0.312582417	4.761285695	1.288735513	0.279363952	0.425429521
ENSG00000123219	CENPK	1.549118017	1.386199636	7.84940701	0.016562733	0.060999339
ENSG00000123240	OPTN	-1.601182794	6.906929138	24.41154452	0.000386246	0.006017841
ENSG00000123243	ITIH5	-5.836387132	7.770805508	54.8642017	1.04E-05	0.000784251
ENSG00000123268	ATF1	-0.417433856	4.277920584	1.479122083	0.248260791	0.390189646
ENSG00000123297	TSFM	1.051480663	4.685853887	14.58681395	0.002626669	0.019034109
ENSG00000123329	ARHGAP9	-1.678247431	2.446189095	9.790272339	0.009117445	0.041798701
ENSG00000123338	NCKAP1L	-2.637256951	4.983951288	31.06300269	0.00014114	0.00327669
ENSG00000123342	MMP19	-3.186692061	4.562509496	39.79116079	4.71E-05	0.001762605
ENSG00000123349	PFDN5	0.049434808	8.133570947	0.017993397	0.895608715	0.935329482
ENSG00000123352	SPATS2	1.195922027	4.726866328	16.95313443	0.001554376	0.013919571
ENSG00000123353	ORMDL2	1.261077182	4.939153984	8.99716414	0.011544169	0.04830421
ENSG00000123358	NR4A1	-1.168621284	6.270141787	2.204850396	0.164436295	0.291781785
ENSG00000123360	PDE1B	-5.015405016	4.711675502	70.80678811	2.96E-06	0.000450191
ENSG00000123364	HOXC13	4.196926749	2.231248692	5.336567653	0.040316101	0.110167664
ENSG00000123374	CDK2	0.587182428	4.637122683	2.644277488	0.130963362	0.247957458
ENSG00000123384	LRP1	-3.986031172	9.873289131	78.27147558	1.79E-06	0.000353716
ENSG00000123388	HOXC11	5.735019858	2.226177104	10.46359587	0.007520164	0.037171633
ENSG00000123395	ATG101	0.800770117	4.159543158	3.918406575	0.072175204	0.164346859
ENSG00000123405	NFE2	0.081718306	0.402393317	0.004887377	0.945465125	0.966954176
ENSG00000123407	HOXC12	6.0848571	1.227227262	10.17934184	0.008150419	0.039004225
ENSG00000123411	IKZF4	-0.387518937	3.421657021	1.375199257	0.264615067	0.408667561
ENSG00000123415	SMUG1	1.205991072	5.001347495	16.52377233	0.001703527	0.014778847
ENSG00000123416	TUBA1B	-0.179877491	7.532834501	0.347383917	0.566984576	0.693376874
ENSG00000123427	EEF1AKMT3	-0.17737659	3.71771501	0.316249547	0.584654322	0.708084693
ENSG00000123444	KBTBD4	0.476399438	3.37891034	0.837364977	0.378919823	0.527407366
ENSG00000123453	SARDH	3.083288336	3.044142939	15.28772151	0.002237005	0.017316829
ENSG00000123454	DBH	3.590016243	-0.829494332	9.419949458	0.010166525	0.044663703
ENSG00000123472	ATPAF1	-0.254732354	6.294697938	0.462875413	0.50973449	0.645638453
ENSG00000123473	STIL	1.852705216	2.821355216	12.90838762	0.003935834	0.024364923
ENSG00000123485	HJURP	3.475651656	3.070831842	16.25836812	0.001804159	0.015234917
ENSG00000123496	IL13RA2	-0.85858949	-1.525664739	1.330446082	0.272111613	0.416885737
ENSG00000123500	COL10A1	5.433388327	3.95818186	34.22721508	9.25E-05	0.002572802
ENSG00000123505	AMD1	-0.088805214	6.123388988	0.042691861	0.839915696	0.896671657
ENSG00000123545	NDUFAF4	-0.353654283	3.820535622	0.572484996	0.464476361	0.606025226
ENSG00000123552	USP45	-0.165512832	3.011999429	0.221499647	0.646691096	0.757171039
ENSG00000123560	PLP1	4.016231034	7.237749282	2.999444297	0.109970137	0.219520306
ENSG00000123562	MORF4L2	2.018915251	8.606193853	14.67547789	0.002573192	0.018795321
ENSG00000123570	RAB9B	0.164605325	1.968994923	0.109403612	0.746766233	0.831440316
ENSG00000123572	NRK	-0.607321214	1.915276087	0.374982803	0.552204067	0.681124931
ENSG00000123575	FAM199X	0.182122165	6.046293915	0.318618175	0.583269931	0.707102185
ENSG00000123595	RAB9A	-0.491900662	4.677270986	1.977134053	0.186105787	0.317978411
ENSG00000123600	METTL8	0.161095632	4.265646309	0.397852959	0.540520012	0.671913389
ENSG00000123607	TTC21B	-0.683928505	4.451234773	3.431358215	0.089766467	0.191021249
ENSG00000123609	NMI	-0.543060116	4.176193933	1.222512693	0.291439147	0.438104117
ENSG00000123610	TNFAIP6	-2.454398019	3.882805467	6.623972193	0.025074377	0.080016
ENSG00000123612	ACVR1C	-8.499375461	6.73812008	58.89712622	7.37E-06	0.000653301
ENSG00000123636	BAZ2B	-1.149843453	5.249766358	7.77545325	0.016967072	0.062030291
ENSG00000123643	SLC36A1	-1.150939037	4.027591239	4.588114518	0.054337766	0.134998118
ENSG00000123684	LPGAT1	0.018246115	6.648157107	0.004822607	0.945827056	0.967185324
ENSG00000123685	BATF3	-1.723444343	0.7669826	7.500266301	0.018578479	0.06586927
ENSG00000123689	G0S2	-6.4918805	7.471112243	98.26088695	5.56E-07	0.000184044
ENSG00000123700	KCNJ2	-2.040331266	3.142746851	11.48503149	0.005684663	0.031036243
ENSG00000123728	RAP2C	-0.244458364	5.000158608	0.558117694	0.470003432	0.610947629
ENSG00000123737	EXOSC9	0.669363936	4.472527626	4.027771957	0.068822944	0.159136565
ENSG00000123739	PLA2G12A	0.656226905	5.874805701	3.718329676	0.078839354	0.174481115
ENSG00000123810	B9D2	1.163161028	2.116375903	8.518098451	0.013381825	0.053031835
ENSG00000123815	COQ8B	1.602262191	4.983715572	22.73820509	0.000513093	0.007111119
ENSG00000123836	PFKFB2	0.320386019	4.134698804	0.368972292	0.555357232	0.683807013
ENSG00000123838	C4BPA	-1.778455951	-0.892332245	1.743152484	0.212387938	0.350132802
ENSG00000123843	C4BPB	1.140217686	0.817581541	0.909823358	0.35976083	0.507681441
ENSG00000123870	ZNF137P	-0.361979652	1.055104319	0.563015093	0.468106877	0.609251068
ENSG00000123892	RAB38	-0.046839693	1.991825944	0.003970072	0.950840473	0.970265402
ENSG00000123901	GPR83	1.927184222	-0.841005296	3.171547899	0.101306856	0.207386323
ENSG00000123908	AGO2	-0.612009177	5.633930932	4.903835324	0.04780235	0.123759395
ENSG00000123933	MXD4	-0.219565767	6.494333237	0.322402146	0.581072525	0.705198949
ENSG00000123965	PMS2P5	0.816201998	-0.191534378	1.233795837	0.289331083	0.436068944
ENSG00000123975	CKS2	2.879202066	4.358994031	14.47467743	0.002696191	0.019385813
ENSG00000123983	ACSL3	1.264775153	7.434321486	7.271465443	0.020058407	0.069275611
ENSG00000123989	CHPF	2.457935233	6.890404341	12.13865301	0.004787001	0.02780982
ENSG00000123992	DNPEP	0.588396159	6.0956934	4.385271654	0.059109949	0.143059269
ENSG00000123999	INHA	5.168261209	1.64942468	8.919037076	0.011822389	0.049061524
ENSG00000124003	MOGAT1	-1.148675371	-0.48652927	0.563931193	0.467753561	0.608954554
ENSG00000124006	OBSL1	1.086833126	6.004141518	7.712126772	0.017322663	0.06290246
ENSG00000124019	FAM124B	-3.828439135	1.963884784	34.44028569	9.00E-05	0.002533514
ENSG00000124067	SLC12A4	-1.806483863	5.490801532	35.46575989	7.90E-05	0.002330161
ENSG00000124074	ENKD1	1.364436909	3.888881739	8.472823304	0.013572836	0.053582689
ENSG00000124091	GCNT7	-0.624529433	-2.616073351	0.88894444	0.365129423	0.513323761
ENSG00000124097	HMGB1P1	2.136115293	-1.057182839	3.444829539	0.089213461	0.19017181
ENSG00000124098	FAM210B	0.160719764	7.356151935	0.276811487	0.608785229	0.726966427
ENSG00000124102	PI3	4.058020804	4.590687321	3.355945961	0.092941252	0.195488936
ENSG00000124104	SNX21	-1.136103715	4.831789093	6.730717369	0.024152401	0.078040788
ENSG00000124107	SLPI	0.736761629	5.514734651	0.335808956	0.573423698	0.699142016
ENSG00000124116	WFDC3	1.506275353	-0.313970945	4.361442302	0.059703311	0.144156676
ENSG00000124120	TTPAL	0.144539335	4.624637408	0.220260676	0.647604867	0.757930055
ENSG00000124126	PREX1	1.405317694	6.907162956	2.62969188	0.131928268	0.249382755
ENSG00000124134	KCNS1	2.488834914	1.393321406	1.659481973	0.222962946	0.361943329
ENSG00000124140	SLC12A5	3.664031142	0.560964453	19.10305547	0.001003428	0.010685673
ENSG00000124143	ARHGAP40	0.49091243	1.505748267	0.083507053	0.777737379	0.854001718
ENSG00000124145	SDC4	2.802864426	8.600978541	10.2376593	0.00801617	0.038632548
ENSG00000124151	NCOA3	-0.463366703	5.749127326	1.168120447	0.301909228	0.449031861
ENSG00000124155	PIGT	1.182121736	7.969243445	5.566473499	0.036914162	0.10397615
ENSG00000124159	MATN4	-1.837552563	0.163511084	1.90808547	0.193397908	0.32688605
ENSG00000124160	NCOA5	0.61804684	5.522292339	5.232792715	0.041974478	0.11320015
ENSG00000124164	VAPB	-0.255148982	6.477406107	0.529040324	0.481541141	0.621242093
ENSG00000124171	PARD6B	2.200592735	3.622851424	5.379431834	0.039654163	0.108938797
ENSG00000124172	ATP5F1E	0.813333212	8.24049557	1.880469446	0.19641827	0.330280313
ENSG00000124177	CHD6	0.363102316	6.180318901	0.491330659	0.49725819	0.634460542
ENSG00000124181	PLCG1	-0.491273283	6.007663031	1.994509455	0.184327144	0.315746753
ENSG00000124191	TOX2	-2.327146079	1.630351785	14.60852201	0.002613455	0.018960588
ENSG00000124193	SRSF6	0.687739239	7.233019815	4.512200553	0.0560671	0.138087365
ENSG00000124194	GDAP1L1	3.938918264	-0.264695794	7.724127159	0.017254603	0.062710578
ENSG00000124198	ARFGEF2	0.006906776	6.318806178	0.000200905	0.988933745	0.993008946
ENSG00000124201	ZNFX1	-0.593067937	6.457963523	3.633119147	0.081904847	0.179101207
ENSG00000124203	ZNF831	-2.570191985	0.265372306	9.28729839	0.010576679	0.045759875
ENSG00000124205	EDN3	-2.562898676	0.948502658	1.707931807	0.216756875	0.354827446
ENSG00000124207	CSE1L	0.84669743	6.903135269	8.30383835	0.014314948	0.055528252
ENSG00000124209	RAB22A	0.454623557	6.03168554	1.925231067	0.191553054	0.324593877
ENSG00000124212	PTGIS	-5.254266016	6.789168867	61.11090415	6.15E-06	0.000605604
ENSG00000124214	STAU1	0.249379117	7.091909953	0.940923025	0.351979481	0.500039799
ENSG00000124215	CDH26	-0.968638326	0.331432877	2.94429359	0.112939179	0.223598772
ENSG00000124216	SNAI1	-0.604231066	2.466250117	1.049205796	0.326732522	0.474840511
ENSG00000124217	MOCS3	0.903080775	3.575833523	4.013049411	0.069262999	0.159781499
ENSG00000124222	STX16	0.094562115	5.787987241	0.148319455	0.707167204	0.802750521
ENSG00000124224	PPP4R1L	-1.074988083	2.540118967	5.328317141	0.040445031	0.11041221
ENSG00000124225	PMEPA1	-0.76250578	6.817317301	4.305903634	0.061114523	0.146505388
ENSG00000124226	RNF114	0.338538584	6.24360345	1.395588618	0.261293259	0.404954291
ENSG00000124228	DDX27	0.669534198	5.603279398	6.360701542	0.027534033	0.085022975
ENSG00000124237	C20orf85	4.291130416	-3.026693643	6.984521795	0.022117789	0.073595439
ENSG00000124243	BCAS4	3.192272005	4.143810995	15.85038561	0.001972852	0.016082679
ENSG00000124249	KCNK15	2.820541219	3.36487406	11.58749421	0.005531578	0.030535449
ENSG00000124251	TP53TG5	0.750992266	-0.535488026	1.057108161	0.324994049	0.473148317
ENSG00000124253	PCK1	-9.247092192	6.666728558	33.43347742	0.000102508	0.002698639
ENSG00000124256	ZBP1	0.162734607	-0.041426276	0.032518066	0.86003062	0.910989386
ENSG00000124257	NEURL2	0.120573117	-0.693348563	0.043824025	0.837839891	0.895323105
ENSG00000124275	MTRR	0.498766905	5.453892578	1.267071918	0.283236345	0.429559509
ENSG00000124279	FASTKD3	0.876993963	3.298944908	6.627740087	0.025041125	0.079920205
ENSG00000124299	PEPD	-0.788284541	6.37688523	6.019959842	0.03115982	0.092658903
ENSG00000124302	CHST8	4.106974363	4.16432246	6.178582295	0.029405097	0.089010268
ENSG00000124313	IQSEC2	1.766113447	5.557688452	8.980628416	0.011602401	0.04844948
ENSG00000124333	VAMP7	-0.426771245	5.775052373	1.591203319	0.23211567	0.371700774
ENSG00000124334	IL9R	2.085569936	-2.399379265	6.109162947	0.030158083	0.090525508
ENSG00000124343	XG	-4.791023831	4.105017516	153.8321276	5.18E-08	0.000136101
ENSG00000124356	STAMBP	0.485545084	5.450423314	4.978136108	0.046404904	0.121221473
ENSG00000124357	NAGK	0.036269029	5.597897455	0.01294251	0.911383812	0.946089711
ENSG00000124370	MCEE	0.033441832	3.401314132	0.01087496	0.91873942	0.950811274
ENSG00000124374	PAIP2B	-0.779121975	3.865212596	1.994962806	0.184281032	0.315726657
ENSG00000124380	SNRNP27	0.154699574	4.954075555	0.254722544	0.623290271	0.738594972
ENSG00000124383	MPHOSPH10	0.807539034	5.484807882	3.557338037	0.084754589	0.183466749
ENSG00000124391	IL17C	5.088062777	-2.748308317	7.446753291	0.01891263	0.06675443
ENSG00000124406	ATP8A1	-0.02995703	4.612585234	0.001847112	0.966455443	0.979248047
ENSG00000124422	USP22	-0.461224622	7.37595958	1.956320716	0.188265726	0.320693771
ENSG00000124429	POF1B	1.658656799	2.154004258	1.815862261	0.203728591	0.339547651
ENSG00000124440	HIF3A	-6.636827543	3.308780562	64.76583428	4.62E-06	0.000536412
